Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104455.1_ASM2410445v1_genomic.fna	99.63	94.16	93.07	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVH010000010.1 Staphylococcus lugdunensis strain Q-026 NODE_10_length_75066_cov_60.335339, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_023508855.1_ASM2350885v1_genomic.fna	99.32	95.34	93.51	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP048007.1 Staphylococcus lugdunensis strain CGMH-SL131 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689425.1_ASM2268942v1_genomic.fna	99.68	93.84	95.71	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXI010000010.1 Staphylococcus lugdunensis strain acrnf NODE_10_length_104618_cov_51.286653_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689285.1_ASM2268928v1_genomic.fna	99.68	93.89	95.78	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXQ010000010.1 Staphylococcus lugdunensis strain acrnh NODE_10_length_84047_cov_44.140872_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569235.1_ASM2256923v1_genomic.fna	99.45	94.72	97.56	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKT010000001.1 Staphylococcus lugdunensis strain IVK28 SHJJP890401, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569095.1_ASM2256909v1_genomic.fna	99.39	93.53	96.50	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKN010000001.1 Staphylococcus lugdunensis strain D4-9 SHJJP891101, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568915.1_ASM2256891v1_genomic.fna	99.57	95.65	97.52	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKF010000001.1 Staphylococcus lugdunensis strain P5-13 SHJJP891901, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_011403135.1_ASM1140313v1_genomic.fna	99.32	95.35	92.09	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_AP021848.1 Staphylococcus lugdunensis strain JICS135 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_008728735.1_ASM872873v1_genomic.fna	99.42	96.80	95.76	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP041724.1 Staphylococcus lugdunensis strain SL55 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_900478255.1_34211_E02_genomic.fna	99.50	96.29	98.39	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_LS483482.1 Staphylococcus lugdunensis strain NCTC12217 chromosome 1, complete sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002104555.1_ASM210455v1_genomic.fna	99.78	97.24	94.65	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP020769.1 Staphylococcus lugdunensis strain VISLISI_33 chromosome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427495.1_ASM2642749v1_genomic.fna	99.92	98.19	94.05	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP084440.1 Staphylococcus lugdunensis strain RMLUG4 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002096075.1_ASM209607v1_genomic.fna	99.87	98.78	99.40	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP020761.1 Staphylococcus lugdunensis strain VISLISI_37 chromosome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104475.1_ASM2410447v1_genomic.fna	99.62	94.26	96.12	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVI010000010.1 Staphylococcus lugdunensis strain K-015 NODE_10_length_108092_cov_63.810744, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000316075.2_Stap_lugd_ACS-027-V-Sch2_V1_genomic.fna	99.92	99.28	98.71	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_KB373322.1 Staphylococcus lugdunensis ACS-027-V-Sch2 supercont1.1, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_023508875.1_ASM2350887v1_genomic.fna	99.32	95.34	94.27	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP048713.1 Staphylococcus lugdunensis strain CGMH-SL138 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689445.1_ASM2268944v1_genomic.fna	99.64	93.77	95.72	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXJ010000010.1 Staphylococcus lugdunensis strain acrny NODE_10_length_106320_cov_40.594496_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689325.1_ASM2268932v1_genomic.fna	99.92	98.37	97.40	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXM010000010.1 Staphylococcus lugdunensis strain acrnj NODE_10_length_38874_cov_55.474599_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569275.1_ASM2256927v1_genomic.fna	99.84	97.21	95.84	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKV010000001.1 Staphylococcus lugdunensis strain 12-3 SHJJP890201, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569135.1_ASM2256913v1_genomic.fna	99.62	94.05	94.82	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKO010000001.1 Staphylococcus lugdunensis strain E1-36 SHJJP891001, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568935.1_ASM2256893v1_genomic.fna	99.57	94.77	97.23	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKD010000001.1 Staphylococcus lugdunensis strain D2-12 SHJJP892101, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_014962425.1_ASM1496242v1_genomic.fna	99.39	95.69	96.73	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP063143.1 Staphylococcus lugdunensis strain IVK28 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_008728755.1_ASM872875v1_genomic.fna	99.92	99.32	97.22	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP041725.1 Staphylococcus lugdunensis strain SL117 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002250095.2_ASM225009v2_genomic.fna	99.32	95.51	95.95	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP017069.2 Staphylococcus lugdunensis strain K93G chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427515.1_ASM2642751v1_genomic.fna	99.92	98.30	97.30	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP084443.1 Staphylococcus lugdunensis strain RMLUG5 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002096115.1_ASM209611v1_genomic.fna	99.39	94.69	96.54	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP020762.1 Staphylococcus lugdunensis strain VISLISI_21 chromosome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104495.1_ASM2410449v1_genomic.fna	99.56	94.24	93.12	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVJ010000010.1 Staphylococcus lugdunensis strain K-060 NODE_10_length_108120_cov_52.488828, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000649085.1_gslvcu150v01_genomic.fna	99.39	94.38	96.61	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JIBS01000001.1 Staphylococcus lugdunensis VCU150 contig00012, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104375.1_ASM2410437v1_genomic.fna	99.58	93.69	95.98	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVD010000010.1 Staphylococcus lugdunensis strain Q-087 NODE_10_length_84188_cov_114.534517, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689465.1_ASM2268946v1_genomic.fna	99.67	93.86	95.73	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXH010000010.1 Staphylococcus lugdunensis strain acrne NODE_10_length_107933_cov_40.300122_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689335.1_ASM2268933v1_genomic.fna	99.57	95.73	96.42	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXN010000010.1 Staphylococcus lugdunensis strain acrnw NODE_10_length_57338_cov_57.215766_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689125.1_ASM2268912v1_genomic.fna	99.68	93.79	95.69	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXY010000010.1 Staphylococcus lugdunensis strain acrnn NODE_10_length_109949_cov_44.460745_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	99.66	93.69	93.65	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	99.95	97.37	97.80	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_016804245.1_ASM1680424v1_genomic.fna	99.32	95.25	94.88	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP060160.1 Staphylococcus lugdunensis strain MBAZ2 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_008728775.1_ASM872877v1_genomic.fna	99.23	96.58	96.02	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP041726.1 Staphylococcus lugdunensis strain SL118 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002407165.1_ASM240716v1_genomic.fna	99.39	95.29	96.19	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP023539.1 Staphylococcus lugdunensis strain FDAARGOS_377 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427535.1_ASM2642753v1_genomic.fna	99.32	95.37	93.98	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP084444.1 Staphylococcus lugdunensis strain RMLUG6 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002096135.1_ASM209613v1_genomic.fna	99.42	93.38	97.29	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP020763.1 Staphylococcus lugdunensis strain VISLISI_25 chromosome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104505.1_ASM2410450v1_genomic.fna	99.61	94.44	93.40	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVK010000010.1 Staphylococcus lugdunensis strain K-016 NODE_10_length_75066_cov_49.813969, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_001546615.1_ASM154661v1_genomic.fna	99.28	94.01	97.54	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_KQ957361.1 Staphylococcus lugdunensis strain MJR7738 Scaffold1, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104395.1_ASM2410439v1_genomic.fna	99.58	94.27	93.26	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVE010000010.1 Staphylococcus lugdunensis strain Q-081 NODE_10_length_75066_cov_92.608161, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689495.1_ASM2268949v1_genomic.fna	99.44	95.27	97.53	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXG010000010.1 Staphylococcus lugdunensis strain acrnc NODE_10_length_81414_cov_38.315158_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689365.1_ASM2268936v1_genomic.fna	99.87	98.59	96.92	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXL010000010.1 Staphylococcus lugdunensis strain acrnr NODE_10_length_53387_cov_46.249653_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689165.1_ASM2268916v1_genomic.fna	99.64	93.94	95.80	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXX010000010.1 Staphylococcus lugdunensis strain acrnm NODE_10_length_83909_cov_44.305492_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569175.1_ASM2256917v1_genomic.fna	99.91	98.21	98.66	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKR010000001.1 Staphylococcus lugdunensis strain IVK84 SHJJP890601, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569035.1_ASM2256903v1_genomic.fna	99.39	95.55	96.37	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKJ010000001.1 Staphylococcus lugdunensis strain B6-3 SHJJP891501, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_016904985.1_ASM1690498v1_genomic.fna	99.46	95.72	94.22	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JACMRY010000001.1 Staphylococcus lugdunensis strain HD104N11 HD104N11, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_008728795.1_ASM872879v1_genomic.fna	99.94	99.50	97.57	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP041727.1 Staphylococcus lugdunensis strain SL122 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002591215.1_ASM259121v1_genomic.fna	99.32	95.50	96.44	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP023970.1 Staphylococcus lugdunensis strain FDAARGOS_381 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_030224835.1_ASM3022483v1_genomic.fna	99.50	95.83	97.43	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JASOVA010000010.1 Staphylococcus lugdunensis strain UMB1283 NODE_10_length_74781_cov_72.261726, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_002096155.1_ASM209615v1_genomic.fna	99.84	96.71	96.52	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP020735.1 Staphylococcus lugdunensis strain VISLISI_27 chromosome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427435.1_ASM2642743v1_genomic.fna	99.32	95.37	93.41	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP084480.1 Staphylococcus lugdunensis strain RMLUG1 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_001558775.1_ASM155877v1_genomic.fna	99.39	95.71	96.60	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP014022.1 Staphylococcus lugdunensis strain FDAARGOS_141 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104415.1_ASM2410441v1_genomic.fna	99.67	94.22	95.31	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHAVG010000010.1 Staphylococcus lugdunensis strain Q-046 NODE_10_length_99174_cov_62.986289, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689545.1_ASM2268954v1_genomic.fna	99.45	95.42	96.18	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXC010000010.1 Staphylococcus lugdunensis strain acrmz NODE_10_length_95935_cov_42.644839_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689385.1_ASM2268938v1_genomic.fna	99.90	98.36	96.72	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXO010000010.1 Staphylococcus lugdunensis strain acrns NODE_10_length_86448_cov_48.371363_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689235.1_ASM2268923v1_genomic.fna	99.93	98.37	97.45	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JALCXS010000010.1 Staphylococcus lugdunensis strain acrnk NODE_10_length_57444_cov_56.229400_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569195.1_ASM2256919v1_genomic.fna	99.92	97.22	95.83	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKS010000001.1 Staphylococcus lugdunensis strain IVK68 SHJJP890501, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569075.1_ASM2256907v1_genomic.fna	99.86	97.22	97.68	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAKRKM010000001.1 Staphylococcus lugdunensis strain D2-19 SHJJP891201, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_020682785.1_ASM2068278v1_genomic.fna	99.42	95.46	97.27	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_JAHMMV010000001.1 Staphylococcus lugdunensis strain SS167_SL_UNIFESP scaffold1.1, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_000270465.1_ASM27046v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_008728815.1_ASM872881v1_genomic.fna	99.92	98.41	94.79	NC_017353.1 Staphylococcus lugdunensis N920143, complete sequence	NZ_CP041722.1 Staphylococcus lugdunensis strain SL13 chromosome, complete genome
